video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
v_7kWJSZRlItU_c028_00,./all_map_data/videos/football/v_7kWJSZRlItU_c028_00.mp4,Sports & Arts,football,Why is the cross of the right team failed?,football intercept,The defense blocked the cross,The player made a bad pass,The wind altered the trajectory of the ball,a
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What is the video about?,They are playing tennis,The video is about a rugby match,It shows a hockey game,football,d
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What are the players doing in the video?,They're playing basketball,football,They're playing baseball,They're doing gymnastics.,b
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,Does any team score in the video?,They score a touchdown,no,A goal is scored by a player,The team hits a home run.,b
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,Does the right team do tackle successfully?,yes,The opposing team evades the tackle,The referee calls a penalty on the tackle,The player being tackled breaks free and continues running.,a
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,Is the tackle of the right team successful?,The tackle is unsuccessful,yes,The right team missed the tackle,The tackle is against the rules.,b
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What does the right team do after the long pass of the left team?,football tackle,They score a goal,They defend their end zone,They block the shot.,a
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What does the left team do before the right team does tackle?,They're playing rugby,They're running a relay race,football long pass,They're doing a cheerleading routine.,c
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What does the left team do before the tackle of the right team?,football long pass,They are setting up a running play,They are organizing their defensive line,They are planning a trick play.,a
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,Why does the right team do tackle?,They're playing basketball,They're practicing for a soccer match,The sport they're playing is rugby,football long pass,d
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What is the cause of the right team doing tackle?,They're playing rugby,The ball was fumbled,football long pass,The opposing team is making a rush.,c
v_04WltVKrWJI_c001_01,./all_map_data/videos/football/v_04WltVKrWJI_c001_01.mp4,Sports & Arts,football,What is the reason for the tackle of the right team?,They are trying to steal the ball in a soccer game,football long pass,They are trying to prevent a home run in a baseball game,They are performing a defensive move in a rugby match.,b
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,What is the video about?,basketball,The sport is baseball,They are running track,It's a football game.,a
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,What are the players doing in the video?,They're playing soccer,The sport is baseball,basketball,They're engaged in a game of volleyball,c
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,Does any team score in the video?,The team in red scores a goal,The ball hits the post and bounces back into play,A player makes a successful shot on the goal,no,d
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,Does the right team do 2-point shot successfully?,They scored a 3-point shot instead,no,They decided to go for a free throw,The shot was blocked by the opposing team.,b
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,Is the 2-point shot of the right team successful?,"Yes, the ball went in the basket",no,The player missed the shot,The ball hit the rim and bounced off.,b
v_K5PFNpiP5aY_c008_00,./all_map_data/videos/basketball/v_K5PFNpiP5aY_c008_00.mp4,Sports & Arts,basketball,What is the reason for the defensive rebound of the left team?,basketball 2-point shot,The right team missed a free throw,The ball bounced off the rim,The left team is playing defense.,a
v_iO0QqaR5E24_c006_00,./all_map_data/videos/basketball/v_iO0QqaR5E24_c006_00.mp4,Sports & Arts,basketball,What is the video about?,basketball,The sport is baseball,The activity is tennis,They're practicing gymnastics.,a
v_iO0QqaR5E24_c006_00,./all_map_data/videos/basketball/v_iO0QqaR5E24_c006_00.mp4,Sports & Arts,basketball,What are the players doing in the video?,They're playing volleyball,basketball,The sport is football,They're doing gymnastics.,b
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,What is the video about?,The video is about soccer,The sport is baseball,The athletes are playing football,basketball,d
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,What are the players doing in the video?,They're playing soccer,The sport is baseball,basketball,They're engaged in a game of volleyball.,c
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Does any team gain a point?,The game ended in a tie,The score remains the same,no,The match is called off due to weather conditions.,c
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Is the defensive rebound of the left team successful?,They failed to secure the rebound,The ball went out of bounds,The right team grabbed the rebound,yes,d
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Does the right team do 2-point shot successfully?,They managed to score a 3-point shot instead,The right team missed the shot but got the rebound,They were fouled and ended up taking free throws,no,d
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Is the 2-point shot of the right team successful?,The right team is playing well but didn't score,no,The right team misses the basket and the ball goes out of bounds,The 2-point shot hit the rim and bounced off without going in.,b
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,How does the right team fail to do 2-point shot?,The team was playing with a deflated ball,The opposing team blocked the shot,basketball missed,The referee called a foul on the player before the shot was taken.,c
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Why does the left team do defensive rebound?,The left team missed their shot attempt,The right team is on offense,The ball bounced off the rim,basketball 2-point shot,d
v_hDBjIvCw7Kk_c005_01,./all_map_data/videos/basketball/v_hDBjIvCw7Kk_c005_01.mp4,Sports & Arts,basketball,Would the right team success to do 2-point shot if the other team did not block?,They might still miss the shot,The left team could steal the ball before they shoot,The ball could hit the rim and bounce off,no,d
v_f6a3B499nwY_c007_00,./all_map_data/videos/basketball/v_f6a3B499nwY_c007_00.mp4,Sports & Arts,basketball,What is the video about?,basketball,The video is about football,The video is about hockey,The video is about volleyball.,a
v_f6a3B499nwY_c007_00,./all_map_data/videos/basketball/v_f6a3B499nwY_c007_00.mp4,Sports & Arts,basketball,What are the players doing in the video?,They're playing soccer,basketball,The sport is baseball,They're engaged in a volleyball match.,b
v_f6a3B499nwY_c007_00,./all_map_data/videos/basketball/v_f6a3B499nwY_c007_00.mp4,Sports & Arts,basketball,Is the dribble steal of the left team successful?,"No, the right team retained possession of the ball",yes,The dribbler maintained control and evaded the steal,The left team fouled the dribbler while trying to steal the ball.,b
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,What is the video about?,They're playing soccer,The sport is baseball,The video is about a football game,basketball,d
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,What are the players doing in the video?,They're playing soccer,The sport is baseball,basketball,They're playing American football.,c
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,Does any team score in the video?,no,The team in blue scores a touchdown,A player scores a three-pointer,A player hits a home run.,a
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,Does the left team do 2-point shot successfully?,They scored a 3-point shot,The shot was blocked by the opposing team,The game is in overtime,no,d
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,Is the 2-point shot of the left team successful?,no,The shot was unsuccessful because it was blocked by the right team,The shot was not counted due to a foul on the left team,The left team missed the shot and it rebounded to the right team.,a
v_icDf81dWZHw_c006_01,./all_map_data/videos/basketball/v_icDf81dWZHw_c006_01.mp4,Sports & Arts,basketball,Why is the 2-point shot of the left team failed?,The player was fouled during the shot,The ball was blocked by a defender,The shot clock expired before the shot was taken,basketball missed,d
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,What is the video about?,They're playing soccer,The sport is baseball,basketball,It features a group of people doing gymnastics.,c
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,What are the players doing in the video?,basketball,The sport is baseball,They're practicing gymnastics,They're playing tennis.,a
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Does any team score in the video?,yes,The players are just warming up,"It's a practice session, not a game",No goals or points are made in the clip.,a
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Does any team gain a point?,They scored a touchdown,The game ended in a tie,No points were scored in the game,yes,d
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Which team scores in the video?,Option A: The right team scores in the video. ,left team, Option C: The referee disallows the goal and no team scores. ," Option D: The video does not show any scoring, it's a highlight of defensive plays.",b
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Which team wins a point in the video?,right team,both teams,no team,left team,d
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,How does the left team win a point in the video?,They make a free throw,They score a layup,They get an offensive rebound and put-back,basketball 3-point shot,d
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,How does the left team gain a score in the video?,They make a layup,They score a free throw,They dunk the ball,basketball 3-point shot,d
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Does the left team do 3-point shot successfully?,yes,They scored a 2-point shot instead,The shot was blocked by the opposing team,The game was paused before they could take the shot.,a
v_00HRwkvvjtQ_c003_02,./all_map_data/videos/basketball/v_00HRwkvvjtQ_c003_02.mp4,Sports & Arts,basketball,Is the 3-point shot of the left team successful?,yes,The left team scored a 2-point shot instead,The shot was blocked by the right team,The left team player was fouled before taking the shot.,a
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What is the video about?,They are practicing gymnastics on the floor,They are performing a dance routine,Balance Beam,They are playing volleyball.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,How many actions do the players perform?,They perform 6 actions,They perform 4 actions,They perform 7 actions,5,d
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,How many types of actions do the players perform?,They perform 5 actions,4,There are 6 actions the players perform,The players only perform 2 actions.,b
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,How many times do the players perform split jump?,They perform the split jump 3 times,They perform the split jump 4 times,They perform the split jump 5 times,2,d
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,How many times do the players perform salto backward tucked?,1,They don't perform any salto backward tucked,The players perform salto backward tucked three times,They perform salto backward tucked four times.,a
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,Do the players perform round-off?,They are doing a cartwheel,They are executing a back handspring,yes,They are performing a handstand.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"Do the players perform clear rear pike support with legs together, full circle swing backward to finish in clear rear support?",They perform a backflip with a twist,no,The players do a handstand into a back walkover,They complete a full twisting layout on the beam.,b
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"Do the players perform clear rear pike support with legs together, full circle swing backward to finish in clear rear support before the round-off?",They perform a front tuck with legs apart before the round-off,They hold a handstand before transitioning into a round-off,yes,They transition into a front handspring instead of a full circle swing.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"Do the players perform 2 turn with heel of free leg forward at horizontal throughout turn before the 1 turn on one leg, free leg optional below horizontal?",The players perform a 2 turn with the free leg extended behind them throughout the turn before the 1 turn on one leg,The players perform a 2 turn with the free leg held high above horizontal before the 1 turn on one leg,The players perform a 2 turn with the free leg bent at the knee before the 1 turn on one leg,no,d
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,Do the players perform 2 turn with heel of free leg forward at horizontal throughout turn after the split jump?,They perform a single turn with the heel of the free leg forward,They perform a triple turn with the heel of the free leg forward,yes,They perform the turn with the heel of the free leg backward.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"Do the players perform 2 turn with free leg held upward in 180 split position throughout turn after the 1 turn on one leg, free leg optional below horizontal?","Yes, the players keep their free leg held upward in a 180 split position throughout the turn after the initial turn on one leg. "," No, the players do not hold their free leg in a 180 split position but rather keep it below horizontal during the turns. "," The players only perform one turn with the free leg held upward, not two. ",no,d
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What do the players perform before performing split jump?,split jump,They execute a cartwheel,They complete a roundoff,They do a back handspring.,a
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"What do the players perform before performing 1 turn on one leg, free leg optional below horizontal?",They perform a cartwheel,split jump,They do a pirouette,They complete a somersault.,b
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What do the players perform before performing round-off?,They execute a cartwheel,They do a handstand,"1 turn on one leg, free leg optional below horizontal",They execute a forward roll.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What do the players perform after performing split jump?,They perform a pirouette,split jump,They land and do a cartwheel,They prepare for a back handspring.,b
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What do the players perform after performing round-off?,They perform a cartwheel,They execute a front handspring,salto backward tucked,They hold a balance pose.,c
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,What do the players perform after performing split jump?,They perform a backflip,They do a cartwheel,They execute a pirouette,"1 turn on one leg, free leg optional below horizontal",d
rrrgsW--AE8_E_014851_014914,./all_map_data/videos/fg/rrrgsW--AE8_E_014851_014914.mp4,Sports & Arts,fg,"What do the players perform after performing 1 turn on one leg, free leg optional below horizontal?",They perform a cartwheel,They execute a back handspring,They transition into a split jump,round-off,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What is the video about?,Balance Beam,They are doing a vault,They are practicing uneven bars,They are participating in a rhythmic gymnastics event.,a
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,How many actions do the players perform?,They perform 8 actions,They perform 15 actions,They perform 10 actions,12,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,How many types of actions do the players perform?,There are 8 types of actions the players perform,11,There are 10 actions that the players perform,The players have 12 types of actions they perform.,b
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,How many times do the players perform split jump?,The players perform the split jump 3 times,The players perform the split jump 4 times,The players perform the split jump 5 times,2,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,How many times do the players perform switch leap with 0.5 turn?,The players perform the switch leap with 0.5 turn twice,1,The players perform the switch leap with 0.5 turn three times,The players perform the switch leap with 0.5 turn four times.,b
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"How many times do the players perform salto sideward tucked, take off from one leg to side stand?",They perform the salto sideward tucked twice,The players do the salto sideward tucked three times,The athletes perform the salto sideward tucked four times,1,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,Do the players perform double salto backward tucked?,yes,They are performing a single salto forward tucked,They are performing a double salto forward with a twist,They are not performing any acrobatic moves at all.,a
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,Do the players perform double salto backward piked?,They perform a triple salto backward piked,no,The players are executing a double salto backward tucked,The athletes are doing a double salto backward with a twist.,b
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"Do the players perform double salto backward piked before the wolf hop or jump (hip angle at 45, knees together)?",They perform a back handspring before the wolf hop,yes,"The move is actually a cartwheel, not a salto",They execute a round-off before the wolf hop.,b
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"Do the players perform gainer salto backward stretched with 2 twist to side of beam before the flic-flac with step-out, also with support on one arm?",no,They do a handstand before the flic-flac with step-out,They jump onto the beam before the flic-flac with step-out,They execute a round-off before the flic-flac with step-out.,a
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,Do the players perform gainer salto backward stretched with 2 twist to side of beam after the split jump?,They perform a cartwheel dismount off the beam,They execute a front handspring step-out after the split jump,yes,They land in a straddle position on the beam after the twist.,c
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"Do the players perform split ring jump after the salto sideward tucked, take off from one leg to side stand?",They perform a split ring jump after doing a cartwheel,They perform a split ring jump after landing from a back handspring,They perform a split ring jump after executing a forward roll,no,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"What do the players perform before performing 1 turn on one leg, free leg optional below horizontal?",split jump,They complete a pirouette,They execute a somersault,They do a backflip.,a
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform before performing double salto backward tucked?,They perform a cartwheel,They do a handstand,They execute a front handspring,round-off,d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"What do the players perform before performing wolf hop or jump (hip angle at 45, knees together)?",They perform a pirouette,They execute a cartwheel,They complete a round-off,switch leap (leap forward with leg change),d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform before performing split jump?,They stretch their legs extensively,They do a series of lunges,"wolf hop or jump (hip angle at 45, knees together)",They practice several squat jumps.,c
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"What do the players perform before performing salto sideward tucked, take off from one leg to side stand?",switch leap with 0.5 turn,They do a cartwheel before taking off from one leg to side stand,They execute a back handspring before the salto sideward tucked,They start with a front somersault before performing the salto sideward tucked.,a
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform after performing split jump?,They perform a cartwheel with both hands on the ground,"flic-flac with step-out, also with support on one arm",They execute a handstand with a full turn,They transition into a front walkover with arm support.,b
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"What do the players perform after performing 1 turn on one leg, free leg optional below horizontal?",They perform a cartwheel,They do a handstand,round-off,They transition into a backflip.,c
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform after performing switch leap with 0.5 turn?,They perform a back handspring,They do a cartwheel,They transition into a split leap,"salto sideward tucked, take off from one leg to side stand",d
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform after performing salto backward stretched-step out (feet land successively)?,They perform a round-off backward handspring,They execute a cartwheel,switch leap with 0.5 turn,They move into a split leap.,c
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,"What do the players perform after performing salto sideward tucked, take off from one leg to side stand?",They continue with a cartwheel,They land in a split position,switch leap (leap forward with leg change),They finish with a forward roll.,c
DyZ2qj6x1UE_E_003965_004064,./all_map_data/videos/fg/DyZ2qj6x1UE_E_003965_004064.mp4,Sports & Arts,fg,What do the players perform after performing salto forward tucked to cross stand?,split jump,They do a back handspring,They execute a straddle jump,They transition into a handstand.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What is the video about?,They are doing gymnastics,The sport is tennis,Uneven Bar,The video is about pole vaulting.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many actions do the players perform?,They perform 10 actions,11,They perform 15 actions,They perform 8 actions.,b
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many types of actions do the players perform?,There are 8 different actions. , The players perform 15 types of actions. , There are 10 actions the players can perform. ,11,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many times do the players perform stalder backward to handstand?,1,They execute the stalder backward to handstand three times,The players perform the stalder backward to handstand four times,The athletes do the stalder backward to handstand five times.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many times do the players perform clear pike circle backward with 1 turn to handstand?,They perform the move 2 times,1,They perform the move 4 times,They perform the move 5 times,b
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many times do the players perform counter straddle over high bar to hang?,They perform the counter straddle over the high bar to hang 3 times,They never perform the counter straddle over the high bar to hang,They perform the counter straddle over the high bar to hang twice in the routine,1,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many times do the players perform transition flight from low bar to high bar?,1,They never perform the transition flight,They perform the transition flight three times,They perform the transition flight four times.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,How many times do the players perform clear pike circle backward to handstand?,They perform the clear pike circle backward to handstand 2 times,They perform the clear pike circle backward to handstand 3 times,They never perform the clear pike circle backward to handstand,1,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,Do the players perform transition flight from low bar to high bar?,They only perform on the uneven bars,The players only perform on the balance beam,yes,The players focus on floor exercises.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn?",They perform the turn on both legs,The free leg is bent during the turn,The turn is performed in a seated position,no,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn before the (swing forward) double salto backward stretched?",yes,The players execute a cartwheel before the double salto,They do a split jump before landing the turn,The routine includes a back handspring before the double salto.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,"Do the players perform handspring forward on, tucked salto forward with 0.5 turn off before the clear pike circle backward to handstand?",no,The players are performing a balance beam dismount,The athletes are doing a floor exercise routine,The gymnasts are attempting a parallel bars skill.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,"Do the players perform handspring forward on, tucked salto forward with 0.5 turn off after the counter straddle over high bar to hang?",yes,They do a back handspring onto the bar,The players do a somersault over the bar,They execute a front handspring onto the bar,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,"Do the players perform round-off, flic-flac with 1 turn on, stretched salto backward off after the clear pike circle backward to handstand?",They are performing a vault routine,no,The move is a dismount from the uneven bars,They execute a handstand forward roll on the balance beam.,b
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing clear pike circle backward to handstand?,They swing around the low bar,They complete a kip on the low bar,transition flight from low bar to high bar,They do a cast handstand on the low bar.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing transition flight from high bar to low bar?,They swing back and forth on the high bar,They do a handstand on the low bar,counter straddle over high bar to hang,They tap their feet on the high bar.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing stalder backward to handstand?,They swing their legs in a circular motion around the bar,counter piked over high bar to hang,They leap onto the high bar from a standing position,They do a backflip dismount off the parallel bars.,b
